760.652,615.851
716.846,572.553
678.246,537.217
681.838,544.887
736.74,584.468
691.688,547.713
736.472,581.771
748.501,604.779
693.423,548.111
672.05,537.718
695.747,552.917
724.2,575.812
745.173,598.165
737.534,587.888
750.968,592.48
670.896,528.08
723.083,573.496
721.214,572.729
724.732,578.417
670.452,530.07
656.986,515.064
730.08,590.137
679.717,538.95
729.513,581.51
737.446,582.483
726.722,581.506
719.944,569.781
752.102,607.399
751.225,592.625
713.172,569.498
696.271,554.97
646.171,516.586
691.655,543.458
683.214,543.388
741.034,589.709
698.811,555.581
697.729,557.882
707.902,557.103
682.348,540.881
686.855,553.755
672.927,528.478
704.621,563.465
735.686,586.259
697.214,546.062
741.928,590.932
741.995,593.141
686.727,543.383
721.423,570.688
690.891,548.505
651.065,514.48
707.408,558.614
739.5,589.955
720.972,571.06
699.589,564.6
673.97,540.55
723.249,573.977
697.285,545.753
692.578,552.772
684.319,544.685
706.777,558.605
670.623,527.029
719.237,576.271
726.939,577.519
753.686,596.083
684.955,546.312
679.216,542.33
710.308,560.978
715.676,565.627
756.636,602.926
713.527,570.563
700.707,548.483
709.372,559.955
685.843,552.454
686.901,546.764
684.753,543.472
736.775,585.999
704.442,555.897
722.729,577.82
698.763,555.924
734.675,587.996
670.244,526.729
755.236,600.45
678.336,535.304
732.902,581.927
660.42,516.125
701.234,558.036
731.859,582.888
701.008,562.039
795.169,647.39
718.838,578.218
757.378,603.659
692.142,545.281
730.072,583.928
737.094,588.65
671.953,528.022
722.424,578.203
738.928,584.246
716.005,575.199
704.164,560.903
697.559,550.682
Time taken to run a for loop = 4922 milliseconds.
