712.164,615.851
671.313,572.553
630.142,537.217
630.569,544.887
687.12,584.468
639.644,547.713
687.626,581.771
694.178,604.779
640.872,548.111
626.008,537.718
647.097,552.917
677.474,575.812
697.865,598.165
689.902,587.888
700.368,592.48
621.255,528.08
674.82,573.496
671.83,572.729
679.142,578.417
624.442,530.07
608.408,515.064
682.788,590.137
631.694,538.95
680.362,581.51
688.129,582.483
681.042,581.506
671.455,569.781
707.087,607.399
704.736,592.625
662.759,569.498
650.003,554.97
597.506,516.586
643.027,543.458
632.91,543.388
690.423,589.709
650.38,555.581
649.467,557.882
662.277,557.103
626.388,540.881
642.065,553.755
620.801,528.478
656.755,563.465
687.076,586.259
645.551,546.062
696.518,590.932
695.764,593.141
635.313,543.383
675.571,570.688
641.855,548.505
599.505,514.48
659.022,558.614
695.014,589.955
669.593,571.06
649.575,564.6
622.527,540.55
674.98,573.977
646.467,545.753
643.375,552.772
632.499,544.685
657.536,558.605
621.064,527.029
671.023,576.271
676.601,577.519
705.286,596.083
637.754,546.312
626.957,542.33
661.797,560.978
665.561,565.627
708.474,602.926
663.861,570.563
651.042,548.483
659.596,559.955
631.359,552.454
636.829,546.764
635.753,543.472
692.752,585.999
654.922,555.897
678.526,577.82
649.366,555.924
687.908,587.996
618.742,526.729
708.83,600.45
626.639,535.304
685.615,581.927
606.902,516.125
650.683,558.036
684.951,582.888
646.682,562.039
747.702,647.39
671.781,578.218
707.858,603.659
638.907,545.281
683.409,583.928
688.733,588.65
619.574,528.022
677.07,578.203
693.4,584.246
666.164,575.199
656.244,560.903
646.019,550.682
Time taken to run a for loop = 177999 milliseconds.
