739.334,615.851
698.783,572.553
659.127,537.217
660.776,544.887
716.797,584.468
669.802,547.713
715.304,581.771
723.616,604.779
670.236,548.111
651.719,537.718
673.509,552.917
703.756,575.812
722.972,598.165
716.9,587.888
730.378,592.48
649.245,528.08
701.707,573.496
698.839,572.729
707.123,578.417
650.932,530.07
637.716,515.064
709.904,590.137
659.016,538.95
710.128,581.51
717.031,582.483
707.622,581.506
699.525,569.781
733.103,607.399
732.671,592.625
691.05,569.498
676.026,554.97
625.753,516.586
671.233,543.458
663.066,543.388
718.778,589.709
678.413,555.581
677.57,557.882
690.001,557.103
658.686,540.881
669.492,553.755
650.356,528.478
685.034,563.465
714.995,586.259
674.738,546.062
723.208,590.932
722.379,593.141
663.373,543.383
702.59,570.688
670.881,548.505
628.237,514.48
687.428,558.614
720.185,589.955
699.276,571.06
677.557,564.6
652.733,540.55
703.426,573.977
676.822,545.753
671.987,552.772
661.055,544.685
684.667,558.605
648.958,527.029
698.766,576.271
706.085,577.519
734.127,596.083
664.844,546.312
655.068,542.33
688.742,560.978
694.514,565.627
735.1,602.926
691.237,570.563
679.848,548.483
687.805,559.955
661.386,552.454
667.481,546.764
664.568,543.472
716.317,585.999
683.85,555.897
706.117,577.82
676.585,555.924
715.334,587.996
650.108,526.729
735.742,600.45
654.541,535.304
713.612,581.927
638.178,516.125
679.846,558.036
711.772,582.888
676.224,562.039
773.738,647.39
698.647,578.218
737.751,603.659
670.08,545.281
708.492,583.928
718.232,588.65
649.444,528.022
704.506,578.203
721.516,584.246
694.147,575.199
685.701,560.903
675.839,550.682
Time taken to run a for loop = 18216 milliseconds.
