736.554,615.851
696.938,572.553
655.192,537.217
657.208,544.887
709.47,584.468
665.18,547.713
711.375,581.771
720.486,604.779
666.529,548.111
649.804,537.718
672.23,552.917
699.896,575.812
720.511,598.165
712.559,587.888
724.027,592.48
646.661,528.08
699.328,573.496
694.55,572.729
703.568,578.417
646.112,530.07
632.077,515.064
706.367,590.137
657.197,538.95
703.672,581.51
713.682,582.483
702.784,581.506
696.129,569.781
730.989,607.399
728.464,592.625
687.871,569.498
672.285,554.97
622.694,516.586
666.65,543.458
657.915,543.388
713.531,589.709
675.364,555.581
673.048,557.882
686.039,557.103
653.86,540.881
664.088,553.755
645.309,528.478
680.62,563.465
710.547,586.259
670.232,546.062
717.89,590.932
719.138,593.141
658.481,543.383
698.175,570.688
664.338,548.505
624.209,514.48
683.072,558.614
717.644,589.955
693.77,571.06
674.472,564.6
647.409,540.55
698.814,573.977
671.011,545.753
665.988,552.772
657.547,544.685
681.591,558.605
645.398,527.029
692.5,576.271
700.736,577.519
728.065,596.083
662.22,546.312
652.372,542.33
686.147,560.978
689.003,565.627
731.569,602.926
687.165,570.563
673.264,548.483
682.599,559.955
656.671,552.454
661.342,546.764
660.474,543.472
715.342,585.999
681.578,555.897
701.806,577.82
675.885,555.924
711.266,587.996
642.931,526.729
732.229,600.45
652.137,535.304
709.077,581.927
631.533,516.125
673.923,558.036
708.002,582.888
672.744,562.039
769.525,647.39
696.339,578.218
731.891,603.659
664.465,545.281
706.433,583.928
712.668,588.65
643.773,528.022
700.742,578.203
715.999,584.246
690.288,575.199
682.049,560.903
669.625,550.682
Time taken to run a for loop = 3213 milliseconds.
