974.315,615.851
943.05,572.553
855.618,537.217
876.157,544.887
946.589,584.468
896.785,547.713
897.211,581.771
948.851,604.779
899.563,548.111
870.062,537.718
874.166,552.917
891.595,575.812
929.761,598.165
930.671,587.888
933.335,592.48
842.774,528.08
941.927,573.496
904.449,572.729
924.523,578.417
859.61,530.07
849.954,515.064
914.683,590.137
846.407,538.95
934.288,581.51
930.93,582.483
926.983,581.506
890.813,569.781
943.893,607.399
930.49,592.625
907.49,569.498
893.138,554.97
861.964,516.586
894.397,543.458
869.625,543.388
937.009,589.709
856.635,555.581
884.808,557.882
894.11,557.103
879.917,540.881
876.696,553.755
855.728,528.478
911.067,563.465
930.433,586.259
868.985,546.062
923.451,590.932
913.165,593.141
872.053,543.383
907.011,570.688
857.557,548.505
829.463,514.48
898.58,558.614
937.846,589.955
928.834,571.06
925.822,564.6
866.825,540.55
907.817,573.977
888.027,545.753
894.365,552.772
863.94,544.685
859.332,558.605
850.153,527.029
892.18,576.271
933.051,577.519
957.391,596.083
859.904,546.312
881.327,542.33
885.222,560.978
923.853,565.627
936.872,602.926
922.553,570.563
911.76,548.483
900.909,559.955
905.667,552.454
903.162,546.764
876.985,543.472
905.132,585.999
907.205,555.897
926.314,577.82
866.104,555.924
916.762,587.996
869.375,526.729
928.125,600.45
863.851,535.304
927.165,581.927
860.779,516.125
854.837,558.036
938.626,582.888
891.97,562.039
968.769,647.39
922.061,578.218
962.637,603.659
883.95,545.281
903.462,583.928
952.447,588.65
895.502,528.022
925.622,578.203
912.77,584.246
893.141,575.199
905.753,560.903
906.228,550.682
Time taken to run a for loop = 318 milliseconds.
