804.391,615.851
760.788,572.553
732.891,537.217
727.342,544.887
780.723,584.468
744.88,547.713
776.838,581.771
797.405,604.779
750.144,548.111
720.716,537.718
744.381,552.917
764.94,575.812
793.348,598.165
788.43,587.888
799.871,592.48
720.117,528.08
776.016,573.496
775.189,572.729
766.467,578.417
726.1,530.07
706.599,515.064
771.353,590.137
733.631,538.95
783.345,581.51
782.547,582.483
774.851,581.506
763.369,569.781
794.743,607.399
800.682,592.625
760.398,569.498
741.023,554.97
695.4,516.586
742.456,543.458
732.194,543.388
783.74,589.709
740.453,555.581
746.976,557.882
758.37,557.103
743.963,540.881
732.802,553.755
720.694,528.478
749.893,563.465
790.613,586.259
746.006,546.062
788.814,590.932
789.516,593.141
746.582,543.383
774.877,570.688
743.31,548.505
697.697,514.48
754.557,558.614
787.805,589.955
770.544,571.06
750.826,564.6
735.884,540.55
778.872,573.977
744.912,545.753
745.133,552.772
738.908,544.685
759.191,558.605
720.347,527.029
771.638,576.271
779.229,577.519
799.614,596.083
735.14,546.312
732.654,542.33
758.505,560.978
762.272,565.627
800.937,602.926
762.747,570.563
750.671,548.483
755.601,559.955
741.518,552.454
741.438,546.764
736.208,543.472
784.073,585.999
751.74,555.897
770.166,577.82
749.055,555.924
777.818,587.996
722.022,526.729
799.986,600.45
724.24,535.304
782.815,581.927
709.132,516.125
744.125,558.036
779.483,582.888
756.579,562.039
844.698,647.39
763.139,578.218
800.784,603.659
734.559,545.281
776.696,583.928
789.942,588.65
719.762,528.022
764.482,578.203
781.129,584.246
770.117,575.199
757.166,560.903
746.199,550.682
Time taken to run a for loop = 1268 milliseconds.
